Country,Edition,"OVERALL","1) AVAILABILITY","1.1) Usage","1.1.1) Internet users","1.1.2) Fixed-line broadband subscribers","1.1.3) Mobile subscribers","1.1.4) Gender gap in internet access","1.1.5) Gender gap in mobile phone access","1.2) Quality","1.2.1) Average fixed broadband upload speed","1.2.2) Average fixed broadband download speed","1.2.3) Average fixed broadband latency","1.2.4) Average mobile upload speed","1.2.5) Average mobile download speed","1.2.6) Average mobile latency","1.2.7) Bandwidth capacity","1.3) Infrastructure","1.3.1) Network coverage (min. 2G)","1.3.2) Network coverage (min. 3G)","1.3.3) Network coverage (min. 4G)","1.3.4) 5G deployment","1.3.5) Government initiatives to make Wi-Fi available","1.3.6) Private sector initiatives to make Wi-Fi available","1.3.7) Unlicensed spectrum policy","1.3.8) Internet exchange points","1.4) Electricity","1.4.1) Urban electricity access","1.4.2) Rural electricity access","2) AFFORDABILITY","2.1) Price","2.1.1) Smartphone cost (handset)","2.1.2) Mobile phone cost (prepaid tariff)","2.1.3) Mobile phone cost (postpaid tariff)","2.1.4) Fixed-line monthly broadband cost","2.2) Competitive environment","2.2.1) Average revenue per user (ARPU, annualized)","2.2.2) Wireless operators' market share","2.2.3) Broadband operators' market share","3) RELEVANCE","3.1) Local content","3.1.1) Availability of local news in local languages","3.1.2) Concentration of websites using country-level domains","3.1.3) Availability of e-Government services in the local language","3.2) Relevant content","3.2.1) e-Finance content","3.2.2) Value of e-finance","3.2.3) e-Health content","3.2.4) Value of e-health","3.2.5) e-Entertainment usage","3.2.6) e-Commerce content","3.2.7) Value of e-Commerce","3.2.8) Open data policies","4) READINESS","4.1) Literacy","4.1.1) Level of literacy","4.1.2) Educational attainment","4.1.3) Support for digital literacy","4.1.4) Level of web accessibility","4.2) Trust & Safety","4.2.1) Privacy regulations","4.2.2) Trust in online privacy","4.2.3) Trust in Government websites and apps","4.2.4) Trust in Non-government websites and apps","4.2.5) Trust in information from social media","4.2.6) e-Commerce safety","4.3) Policy","4.3.1) National female e-inclusion policies","4.3.1.1) Comprehensive female e-inclusion plan","4.3.1.2) Female digital skills training plan","4.3.1.3) Female STEM education plan","4.3.2) Government e-inclusion strategy","4.3.3) National broadband strategy","4.3.4) Funding for broadband buildout","4.3.5) Technology-neutrality policy for spectrum use","4.3.6) National digital identification system","4.3.7) Government efforts to promote 5G"
Mozambique,E3,41.5,25.6,28.1,10.5,0.5,11.9,40.9,76.8,24.4,1.5,1.5,77.6,6.9,4.7,78.5,0.3,17.9,60.8,80,0,0,0,0,0,2.2,31.9,51.8,11.9,45.2,71.7,15.4,88.9,90.1,92.5,18.8,6.3,50,0,42,50,50,100,0,33.9,50,32.4,33.3,53.3,33.3,26.6,42.2,0,53.2,37.8,51.4,16.5,33.3,50,65.8,100,62.9,59.4,59.3,46.2,67.1,56,25,0,0,100,100,66.7,100,0,100,0
Mozambique,E4,44.3,33,36.7,10.5,0.5,18.1,83.8,70.4,29.1,2.3,2,81.5,23.8,10.8,82.7,0.3,33.9,70.6,82,33,0,50,0,33.3,2.2,32.5,52,13,45,71.3,12.9,89.5,90.1,92.5,18.7,6.1,50,0,52.9,66.7,100,100,0,39.2,50,62.2,33.3,43.3,66.7,20,37.8,0,46.5,33.7,51.4,16.5,66.7,0,48.6,100,45.7,28.1,48.1,23.1,46.5,57.1,50,100,0,0,50,100,100,0,100,0
Mozambique,E5,39.7,33.1,27.9,10.5,0.5,19.1,48.4,60.8,33.3,3,2.8,84.7,36.2,16.9,88.9,0.3,34.5,70.6,82,40,0,50,0,33.3,0,36.9,52,21.8,45.8,72.8,18.4,90.3,90.1,92.5,18.7,6.1,50,0,32.3,33.3,100,0,0,31.3,50,32.4,33.3,23.3,55.6,20,35.6,0,47.8,39.9,51.4,16.5,66.7,25,58.2,100,48.6,65.6,66.7,30.8,37.4,45.2,0,0,0,0,50,66.7,100,0,100,0
Myanmar,E1,n/a,n/a,n/a,19.5,0.1,48.1,n/a,n/a,n/a,3.8,2.6,64.8,4,3.4,54.4,0.2,n/a,90.2,79.3,0,n/a,0,100,n/a,0,n/a,54.7,18,n/a,n/a,13,90.9,89.4,95,n/a,26.3,50,0,n/a,n/a,50,0,100,n/a,100,n/a,66.7,n/a,n/a,9.6,n/a,n/a,n/a,n/a,69.8,27.6,66.7,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,50,n/a
Myanmar,E2,50.5,41.8,45.7,24.2,0.4,65.6,60.3,78,25.6,3.9,3.5,75.1,16.6,7,72.6,0.2,36.2,89.9,90.5,9.2,0,0,100,0,0,59.6,76,43.2,52.1,78.9,30.5,97.7,92,95.2,25.3,25.8,50,0,58,61.1,50,33.3,100,54.9,100,56.8,66.7,70,88.9,21.4,35.6,0,50.1,41,69.8,27.6,66.7,0,62.8,100,57.1,84.4,33.3,61.5,40.5,46.4,25,0,0,100,50,0,100,100,50,0
Myanmar,E3,51.8,45.5,44.6,28.1,0.4,60,60.8,73.5,34.6,4.4,3.9,80.3,51.9,19,82.4,0.3,42,81.3,90.5,29.5,0,0,100,33.3,1.2,60.7,76,45.4,53.4,81.7,33.7,99,97.7,96.5,25.2,25.5,50,0,57.7,61.1,50,33.3,100,54.3,100,35.8,100,59.2,62.5,21.4,55.3,0,50.5,47.5,69.8,28.3,66.7,25,54.1,100,59.7,38,42.2,47.7,37.3,50,0,0,0,0,100,0,100,100,50,0
Myanmar,E4,58.5,52.8,50.3,28.1,0.5,83.9,63.2,75.6,40.2,6.8,6.7,88.9,64.4,22.1,92.2,0.3,68,90.5,94.2,75,50,100,100,33.3,1.2,52.8,80,25.5,53.8,83,38.6,99.1,97.7,96.5,24.6,23.9,50,0,61.8,77.8,100,33.3,100,45.8,100,18.9,66.7,6.7,100,25.5,48.9,0,65.5,62,69.8,28.3,100,50,65.4,100,77.1,56.3,59.3,100,0,69,0,0,0,0,100,100,100,100,50,33.3
Myanmar,E5,60.1,53.2,46.7,28.1,0.5,83.9,51.1,69.9,42.1,9,8.8,91.8,67.5,22.8,94.5,0.3,68,90.5,94.2,75,50,100,100,33.3,1.2,56.1,73.3,38.9,61.9,82.7,37.8,98.8,97.7,96.5,41.2,23.5,100,0,61.9,77.8,100,33.3,100,46,100,0,100,10,83.3,25.5,48.9,0,63.3,62,69.8,28.3,100,50,55.4,100,62.9,53.1,37,53.8,25.4,72.6,25,0,100,0,100,100,100,100,50,33.3
Namibia,E1,n/a,n/a,n/a,24.3,6.5,80.2,n/a,n/a,n/a,3.6,4.3,59.2,18.2,6.6,79,0.2,n/a,100,50,37,n/a,n/a,n/a,n/a,0,n/a,44.6,16.7,n/a,n/a,52.3,94.6,94,98.2,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.9,n/a,n/a,n/a,n/a,85.5,42.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Namibia,E2,43,39.8,45.3,29.3,5.8,82.9,45.3,63.4,28.1,3.7,3.7,69,25.6,7.2,87,0.2,31.4,100,53,39,0,0,0,33.3,25.7,54.6,75.4,33.8,43.3,84.5,52.3,92.8,95.2,97.5,2,6.1,0,0,50.7,55.6,50,66.7,50,45.9,50,62.2,66.7,63.3,61.1,41.8,22.2,0,38,46.6,85.5,42.5,33.3,25,34.1,0,57.1,40.6,44.4,11.5,51.1,33.3,50,50,0,100,0,33.3,0,100,50,0
Namibia,E3,48.9,43.2,56.1,34.4,5.8,81.7,71.3,87.4,30.6,4.3,4,72.8,32.1,9,91.8,0.4,31.3,100,53,39,0,0,0,33.3,25.1,54.6,75.4,33.8,43.4,84.8,52.3,95.6,94.1,97.2,2.1,6.3,0,0,52.6,55.6,50,66.7,50,49.7,50,68,66.7,76,58.1,41.8,37.3,0,56.3,63.5,85.5,43.3,100,25,48.4,0,55.4,80.9,55,39.4,59.5,57.1,50,50,0,100,50,0,100,100,100,0
Namibia,E4,51.7,44.4,55.7,34.4,5.4,82.8,70.2,85.9,31.5,4.7,4.9,75,33,10.1,92.2,0.4,35.4,100,53,39,0,0,0,66.7,24.7,55,75.2,34.8,43.6,85.2,52.3,97,94.1,97.2,2,6.1,0,0,64.3,83.3,100,100,50,45.3,50,35.1,33.3,76.7,77.8,45.3,44.4,0,54.3,64.5,89.5,43.3,100,25,36.6,0,54.3,53.1,51.9,34.6,26,61.9,50,50,0,100,50,33.3,100,100,100,0
Namibia,E5,46,45.7,59.2,34.4,5.4,83.3,85.8,87.3,33.6,4.8,5.5,77,41.3,12.6,93.9,0.4,34.3,100,69,39,0,0,0,66.7,0,55.5,75.5,35.6,42.4,82.7,43.2,96.4,94.1,97.2,2,6.1,0,0,40.5,50,100,0,50,31,50,32.4,0,20,55.6,45.3,44.4,0,55.5,58.2,89.5,43.3,100,0,33.3,0,48.6,50,37,26.9,37.4,75,75,100,0,100,50,100,100,100,100,0
Nepal,E1,n/a,n/a,n/a,11.7,2.4,72,n/a,n/a,n/a,3.9,4,76.8,3.6,3.3,65.7,0.1,n/a,64.7,50,0,n/a,50,0,n/a,2.2,n/a,96.6,71.7,n/a,n/a,2.4,92.9,81.8,97.1,n/a,26.3,0,50,n/a,n/a,50,0,100,n/a,50,n/a,33.3,n/a,n/a,18.1,n/a,n/a,n/a,n/a,56.4,15,66.7,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Nepal,E2,50.8,46,40.8,14.7,1.7,87.9,28.9,70.7,29,4.6,4.9,88.6,10.9,5.7,87.7,0.4,29.9,84.3,54.1,15.5,0,50,0,33.3,2.2,84.1,96.6,71.6,49.8,74.3,20.5,93.2,86.1,97.2,25.3,25.8,0,50,42.9,50,50,0,100,35.7,50,21.6,33.3,53.3,77.8,34.3,15.6,0,64.6,69.4,56.4,21.3,100,100,50.7,0,54.3,87.5,55.6,50,56.7,73.8,50,50,100,0,100,66.7,100,100,100,0
Nepal,E3,55.4,51.4,45.3,17.7,3.9,100,36.9,68.1,30.4,6.2,7.3,91.6,13.9,5.7,87.5,0.7,36.3,85.2,54.1,15.5,0,100,0,33.3,2.2,93.7,98.8,88.7,54.9,68,0.7,88.7,83.8,98.9,41.8,25.5,0,100,48.8,50,50,0,100,47.6,50,50.1,100,56.3,34.4,34.3,56,0,66.3,56.9,56.4,21.3,100,50,68.1,100,89.1,77,45.7,48.3,48.3,73.8,50,50,100,0,100,66.7,100,100,100,0
Nepal,E4,58.7,53,49.9,17.7,6,100,53.3,72.8,31.9,7.8,8.4,92.9,16.8,7.8,89.1,0.7,36.3,85.2,54.1,15.5,0,100,0,33.3,2.3,93.9,93.4,94.5,57.8,74.2,23.9,90.2,83.8,98.9,41.3,23.9,0,100,57.2,66.7,100,0,100,47.7,50,50.1,100,56.3,34.4,34.7,56,0,66.8,58.5,56.4,27.6,100,50,68.1,100,89.1,77,45.7,48.3,48.3,73.8,50,50,100,0,100,66.7,100,100,100,0
Nepal,E5,57.9,56.8,49.8,17.7,6,100,48,77.1,35.6,9,9.3,92.6,30.8,12.4,94.2,0.7,48.8,85.2,54.1,15.5,0,100,100,33.3,2.2,93.1,92.8,93.3,57.5,73.9,16.8,96.2,83.8,98.9,41.2,23.5,0,100,50.8,50,100,0,50,51.6,50,28.8,100,48.2,83.6,34.7,67.4,0,66.6,59.5,60.3,27.6,100,50,66.5,100,64,48.4,68.7,64,53.5,73.8,50,50,100,0,100,66.7,100,100,100,0
Netherlands,E1,n/a,n/a,n/a,90.9,88.5,92.9,n/a,n/a,n/a,13.5,26.2,86.4,46,29.3,59.4,3.6,n/a,100,99,99,n/a,100,100,n/a,26.4,n/a,100,100,n/a,n/a,64,99,99.5,99.8,n/a,60,50,50,n/a,n/a,50,66.7,100,n/a,100,n/a,66.7,n/a,n/a,81.9,n/a,n/a,n/a,n/a,100,84.3,100,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,66.7,0,n/a,100,n/a
Netherlands,E2,70.4,76.2,86.9,92.2,90.7,93,80.8,77.6,47.7,14.3,31.4,91.7,56.1,41.8,95,3.9,70.2,100,99,99,0,100,100,33.3,30,100,100,100,71.3,90.2,62.9,99,99.1,99.7,52.4,57.3,50,50,65,72.2,50,66.7,100,57.7,100,56.8,66.7,56.7,44.4,99.5,37.8,0,69.1,90,100,85,100,75,50.5,100,37.1,59.4,29.6,26.9,50.1,66.7,50,100,0,0,50,66.7,100,100,100,0
Netherlands,E3,70.1,77.1,86.3,96.2,91.3,90.6,76.9,76.4,51.1,18.2,39.5,92,57.8,49.9,96.4,4,71.1,100,99,99,0,100,100,33.3,37.2,100,100,100,70.3,90.2,63.1,99,98.9,99.7,50.4,51.1,50,50,61.8,61.1,50,33.3,100,62.5,100,48.6,100,50,33.3,99.5,68.9,0,71.1,96.3,100,85,100,100,46.9,100,31.4,46.9,37,34.6,31.4,70.2,75,100,100,0,50,66.7,100,100,100,0
Netherlands,E4,76,81.1,87.9,94.9,92.6,93.7,80.8,77.6,53.9,20.8,45.2,93.3,61.6,56.6,96,4,82.4,100,99,99,50,100,100,66.7,44.4,100,100,100,69.6,91.5,68.3,99,98.9,99.7,47.6,42.9,50,50,75.7,66.7,100,0,100,84.7,100,62.2,100,66.7,77.8,100,71.1,100,77.7,90,100,85,100,75,50.1,100,22.9,65.6,29.6,26.9,55.5,92.9,100,100,100,100,50,100,100,100,100,100
Netherlands,E5,78.4,83.8,89.1,96.2,93,97.3,79.8,79.2,58.6,28.8,53.8,93.3,64.6,68.5,97.1,4,87.7,100,99,99,100,100,100,66.7,36.9,100,100,100,70.5,93.7,76.4,99.6,98.9,99.7,47.3,42,50,50,78.4,88.9,100,66.7,100,67.9,100,35.1,100,23.3,22.2,100,62.2,100,80.9,90,100,85,100,75,52.6,100,40,59.4,37,38.5,40.5,100,100,100,100,100,100,100,100,100,100,100
New Zealand,E1,n/a,n/a,n/a,82.7,67,91.4,n/a,n/a,n/a,8.6,17.6,85.6,49.1,29.1,86,2.1,n/a,96.1,98,88,n/a,n/a,n/a,n/a,55.4,n/a,100,100,n/a,n/a,86,98.9,99,99.6,n/a,40.2,50,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,85.5,n/a,n/a,n/a,n/a,100,86.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
New Zealand,E2,n/a,n/a,n/a,85.7,70,100,86,91.1,n/a,12.8,27.5,88.4,47.7,30.4,89.7,3.2,n/a,96.1,98,90,n/a,n/a,n/a,n/a,54.3,n/a,100,100,n/a,n/a,87.9,98.9,99,99.5,n/a,40,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96.4,n/a,n/a,n/a,n/a,100,88.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
New Zealand,E3,n/a,n/a,n/a,87.8,71.8,100,84.9,89.7,n/a,17.7,34.1,89.2,52,40,91.1,5.5,n/a,96.1,98,94,n/a,n/a,n/a,n/a,53.3,n/a,100,100,n/a,n/a,84,98.9,98.9,99.5,n/a,40,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96.4,n/a,n/a,n/a,n/a,100,89,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
New Zealand,E4,81.8,81.4,85.8,87.8,74,100,82.8,84.3,51,24.4,43.5,91.2,56.5,44.2,91.4,5.5,88.8,96.1,98,97,100,100,100,66.7,52.4,100,100,100,78.8,94.5,80.8,98.9,98.9,99.5,63.1,39.2,50,100,93.8,100,100,100,100,87.5,100,86.5,100,53.3,94.4,95,71.1,100,73.4,91,100,89,100,75,60.1,100,80,56.3,40.7,19.2,64.5,69,50,100,0,0,100,100,100,100,0,33.3
New Zealand,E5,79.6,83.6,84.8,87.8,74,100,81.8,80.4,56,33.8,54.3,91.6,60.9,53,93.1,5.5,93.5,96.1,98,97,100,100,100,66.7,90.3,100,100,100,80.6,97.9,93.8,99.3,98.9,99.5,63.3,39.9,50,100,84.1,100,100,100,100,68.2,100,48.6,100,0,44.4,95,57.8,100,70.1,91,100,89,100,75,50.3,100,42.9,71.9,29.6,7.7,49.5,69,50,100,0,0,100,100,100,100,0,33.3
Nicaragua,E1,n/a,n/a,n/a,13.7,4,86.8,n/a,n/a,n/a,1.5,1.4,66.8,23.1,10.1,71.9,0.8,n/a,78.4,75,4,n/a,n/a,n/a,n/a,0,n/a,91.4,53.7,n/a,n/a,40.7,87.5,88.4,95,n/a,16.5,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a,n/a,n/a,n/a,78.5,40.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Nicaragua,E2,n/a,n/a,n/a,15.9,6,92.9,59.7,87.7,n/a,1.1,1.5,73.6,21.8,9.9,83.9,1,n/a,80.4,80,40,n/a,n/a,n/a,n/a,0,n/a,95.6,69.6,n/a,n/a,38.1,86,87.3,95.3,n/a,15.8,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.4,n/a,n/a,n/a,n/a,78.5,41.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Nicaragua,E3,n/a,n/a,n/a,18.4,7,98.1,75.8,79.9,n/a,1.4,2,78.5,29.3,15.6,89.3,0.9,n/a,82.4,85,42,n/a,n/a,n/a,n/a,0,n/a,96.2,80.8,n/a,n/a,38.6,92,88.2,95.5,n/a,16.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.4,n/a,n/a,n/a,n/a,78.5,42.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Nicaragua,E4,49.7,57.1,53.3,18.4,6.4,85.2,70.3,86.5,34.6,2,2.9,81.9,41.4,19.1,93.9,0.9,42.8,82.4,85,42,0,100,0,33.3,0,97.6,100,95.3,40.5,75.9,28.4,91.7,88.2,95.5,5.1,15.3,0,0,64.9,88.9,100,66.7,100,40.9,50,45.9,33.3,43.3,77.8,23.8,53.3,0,36.4,46.9,78.5,42.5,66.7,0,48.1,100,60,28.1,22.2,34.6,43.5,14.3,0,0,0,0,0,0,0,0,100,0
Nicaragua,E5,51.7,55.1,45,18.4,7.1,58.6,68,72.9,36.3,3,6,86.3,43.5,18.9,95.7,0.9,43.1,84.3,85,42,0,100,0,33.3,0,96.1,100,92.3,41.1,77.2,34,91.2,88.2,95.5,5,15,0,0,67.2,88.9,100,66.7,100,45.5,100,18.9,33.3,60,72.2,23.8,55.6,0,43.3,55.3,78.5,42.5,100,0,53.2,100,71.4,40.6,33.3,57.7,16.4,21.4,0,0,0,0,50,0,0,0,100,0
Niger,E1,n/a,n/a,n/a,2.3,0.3,15.2,n/a,n/a,n/a,0.9,0.2,0,9.9,5.9,50.5,0.2,n/a,60.8,10,0,n/a,0,0,n/a,0,n/a,57.3,3.6,n/a,n/a,0,3.7,94,66.8,n/a,6.1,50,0,n/a,n/a,50,0,0,n/a,50,n/a,33.3,n/a,n/a,3.7,n/a,n/a,n/a,n/a,0,0,0,50,n/a,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Niger,E2,25.7,17,17.6,2.8,0.1,6.4,22.3,56.6,13.2,0.6,0,0,14.2,7.6,69.5,0.2,12.6,78.4,22,0,0,0,0,0,0,24.5,49,0,27.4,36.1,0,3.7,75.1,65.6,18.7,6.1,50,0,25.7,16.7,50,0,0,34.8,50,50.8,33.3,67.7,56.1,0,20.1,0,32.6,13.5,0,3.9,0,50,48.7,50,45.4,50.3,50.7,40.6,54.9,35.7,50,50,0,100,0,0,100,0,100,0
Niger,E3,33.5,17.4,18.4,15.3,0.1,11,19.3,45.9,0.8,1.4,0.6,2.5,0.9,0.1,0,0.1,17.7,84.3,24,0,0,0,0,33.3,0,32.7,64.4,0.9,39.3,59.8,0,82.2,87.1,69.9,18.8,6.3,50,0,34,33.3,50,0,50,34.7,50,48.6,33.3,66.7,38.9,0,40,0,43.3,38.1,0,2.4,100,50,47.6,50,34.3,50,48.1,65.4,37.9,44,25,50,0,0,0,33.3,100,100,50,0
Niger,E4,34.9,19.5,16.5,9.5,0.1,11,19.3,42.7,9.1,2.5,2.3,19.6,10.3,2.7,25.9,0.1,17.7,84.3,24,0,0,0,0,33.3,0,34.6,68.2,1,39.4,60.1,0,83.4,87.1,69.9,18.7,6.1,50,0,37.3,33.3,50,0,50,41.3,50,48.6,33.3,66.7,38.9,2.6,40,50,43.4,38.7,0,4.7,100,50,47.6,50,34.3,50,48.1,65.4,37.9,44,25,50,0,0,0,33.3,100,100,50,0
Niger,E5,34.7,21.2,21.7,9.5,0.1,11,45.2,42.7,10.3,4.3,2.7,24.4,18.7,4.4,17.5,0.1,17.7,84.3,24,0,0,0,0,33.3,0,34.9,68,1.8,40.1,61.4,0,88.7,87.1,69.9,18.7,6.1,50,0,32.5,16.7,50,0,0,48.4,50,32.4,66.7,70,66.7,2.6,48.9,50,45.1,31.1,19.7,4.7,100,0,52.9,100,34.3,59.4,33.3,50,40.5,51.2,25,50,0,0,50,33.3,100,100,50,0
Nigeria,E1,n/a,n/a,n/a,12.2,0,53.5,n/a,n/a,n/a,2.6,2.7,55.2,4.9,3.8,27.8,0,n/a,84.5,40,8.6,n/a,100,100,n/a,0.3,n/a,49.7,36.3,n/a,n/a,36.1,97.6,88.3,96.1,n/a,4.1,100,100,n/a,n/a,50,33.3,50,n/a,100,n/a,33.3,n/a,n/a,29.3,n/a,n/a,n/a,n/a,50.1,37.8,66.7,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Nigeria,E2,55.6,41.1,36.5,14.9,0.1,53.2,47.3,67.1,21,2.9,3.2,62.7,11.2,6.9,59.7,0.1,47.7,85.7,54,8.6,0,100,100,33.3,0.3,59.1,84.4,33.9,75,82.1,38.2,97.6,97.1,95.7,68,3.9,100,100,47.7,44.4,50,33.3,50,51,100,61.8,33.3,84.7,67.8,46,14.7,0,58.6,51.3,50.1,38.6,66.7,50,50.6,0,56.9,50,70.6,55.2,71.3,73.8,50,0,100,100,100,66.7,100,100,100,0
Nigeria,E3,58.1,40.1,30,7.2,0.1,46.2,39.7,57,23.8,3.4,3.7,66.8,13.1,7.8,71.1,0.4,47.7,85.7,54,8.6,0,100,100,33.3,0.3,58.7,77.4,40,73.4,78.7,24.4,97.6,97.1,95.8,68.1,4.3,100,100,63.2,72.2,50,66.7,100,54.2,100,51.4,66.7,62.5,61.7,46,45.1,0,55.6,43.4,50.1,40.2,33.3,50,49.7,0,58.9,63.4,61.9,48.7,65.4,73.8,50,0,100,100,100,66.7,100,100,100,0
Nigeria,E4,62.9,47.2,38.7,7.2,0.1,58.4,62.6,65.4,28.3,4.2,4.3,74.2,22.8,11.5,81,0.4,63,88.9,75.5,22.3,50,100,100,66.7,0.6,58.9,84.1,33.7,73.1,77.9,21.5,97.4,97.1,95.8,68.3,4.8,100,100,70.2,88.9,100,66.7,100,51.5,50,35.1,33.3,40,83.3,53.7,66.7,50,60.9,48.3,53,40.2,100,0,65.4,100,62.9,65.6,51.9,53.8,58.5,69,50,0,100,100,100,33.3,100,100,100,0
Nigeria,E5,63.7,47.7,36.9,7.2,0.1,62.1,51.6,63.6,30,4.7,4.4,73.3,27.1,13.7,86.1,0.4,63.7,80,74.2,37.8,50,100,100,66.7,0.6,60.3,90.4,30.1,59.7,84.5,47.5,97.5,97.1,95.8,34.9,4.7,50,50,79.8,88.9,100,66.7,100,70.8,100,53.9,66.7,59.2,62.5,53.7,70.2,100,67.8,60.8,53,40.2,100,50,60.4,100,15.7,38,42.2,88.5,77.7,82.1,75,50,100,100,100,100,100,100,100,0
Oman,E1,n/a,n/a,n/a,84,11.7,100,n/a,n/a,n/a,2.1,6.6,75.2,41.6,17.2,81.5,2,n/a,98,95,86,n/a,100,100,n/a,0,n/a,99.9,92.9,n/a,n/a,52.1,98.7,98.7,99.6,n/a,40.7,0,0,n/a,n/a,50,33.3,100,n/a,100,n/a,100,n/a,n/a,49,n/a,n/a,n/a,n/a,91.3,63.8,100,25,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Oman,E2,61.1,66.7,70.8,86.1,13.5,100,77.4,77,35,2.3,5.4,78,50.1,20.1,87.1,1.9,64.5,98.1,96,88.8,0,100,100,33.3,0,96.4,99.9,92.8,50.4,87.5,53.5,98.7,98.5,99.2,13.3,39.9,0,0,60.5,61.1,50,33.3,100,59.9,100,35.1,100,63.3,77.8,61,42.2,0,66.7,77.3,93.7,65.4,100,50,45.4,100,37.1,37.5,37,0,60.6,77.4,75,100,100,0,100,66.7,100,100,100,0
Oman,E3,62.3,68,71.5,88.6,15.9,100,77.4,75.7,38.7,3,7.7,81,60.4,25.5,90.8,2.5,65.3,98.2,99,92.1,0,100,100,33.3,0,96.4,99.9,92.8,49.1,85.5,45.9,98.7,98.3,99,12.6,37.9,0,0,62.8,72.2,50,66.7,100,53.4,100,21.6,100,66.7,33.3,61,44.4,0,69.2,77.5,94.6,65.4,100,50,52.8,100,28.6,37.5,44.4,61.5,44.7,77.4,75,100,100,0,100,66.7,100,100,100,0
Oman,E4,69.7,71.7,72.6,88.6,19.6,100,77.4,77.3,42.2,3.8,11.1,84.7,64.6,33.7,95,2.5,72.2,98.6,99.2,96.1,50,100,100,33.3,0,100,100,100,50.4,88,55.8,98.7,98.3,99,12.7,38.2,0,0,82.4,88.9,100,66.7,100,75.9,100,45.9,100,56.7,72.2,69.8,62.2,100,74.5,71.3,94.7,65.4,100,25,55.7,100,57.1,43.8,44.4,57.7,31.4,96.4,75,100,100,0,100,100,100,100,100,100
Oman,E5,69.8,74.3,79.3,94.5,21.8,100,90.4,89.6,43.7,5.2,16.6,86.1,61.8,35.6,96.1,4.3,78.4,98.6,99.3,96.3,100,100,100,33.3,0,95.8,99.9,91.8,51.9,90.8,67.9,98,98.3,99,13,39,0,0,74.4,88.9,100,66.7,100,59.9,100,8.1,100,30,22.2,69.8,48.9,100,78.5,77.5,94.7,65.4,100,50,61.4,100,45.7,50,55.6,76.9,40.5,96.4,75,100,100,0,100,100,100,100,100,100
Pakistan,E1,n/a,n/a,n/a,18.8,1.9,33.4,n/a,n/a,n/a,1.3,1.4,61.6,10.6,4.2,65.2,0.5,n/a,72.5,46,16,n/a,50,0,n/a,0,n/a,89.5,61.8,n/a,n/a,29.9,98.1,92.3,98.3,n/a,2.1,100,0,n/a,n/a,50,66.7,50,n/a,100,n/a,33.3,n/a,n/a,26.4,n/a,n/a,n/a,n/a,48.9,29.1,0,25,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,66.7,100,n/a,100,n/a
