country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Palestine,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Peru,gpt-4o,en,2.0,2.0,1.0,2.0,8.0,7.0,5.0,1.0,1.0,0.0,0.36418395525819625,-0.616748225969987
Peru,gpt-4o,es,2.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,1.0,-1.0,0.22482936985155813,-0.7940371783594667
Philippines,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,7.0,3.0,1.0,1.0,-1.0,-0.3186128813041347,-1.3326864812221018
Portugal,gpt-4o,en,2.0,2.0,1.0,2.0,7.0,10.0,7.0,1.0,1.0,1.0,1.641722811579295,0.1988560928553674
Portugal,gpt-4o,pt,2.0,2.0,1.0,2.0,7.0,10.0,7.0,1.0,1.0,1.0,1.641722811579295,0.1988560928553674
Puerto Rico,gpt-4o,en-native,1.0,2.0,1.0,2.0,9.0,8.0,5.0,1.0,1.0,-1.0,1.6434695092485705,-1.826528475299359
Puerto Rico,gpt-4o,es,2.0,2.0,1.0,2.0,10.0,10.0,5.0,1.0,1.0,0.0,0.8370829734547476,-0.7230334488678422
Qatar,gpt-4o,ar,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-1.6393989872615418,-3.437584897959803
Qatar,gpt-4o,en,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.6569105711059633,-3.4089225638781886
Russia,gpt-4o,en,2.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,0.0,-0.2257337351498001,-0.4063841666158151
Russia,gpt-4o,ru,2.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.26950119624194446,-0.23130160066787395
Rwanda,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
Singapore,gpt-4o,en-native,2.0,2.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,0.0,0.729712959944846,0.0011056334432974855
Singapore,gpt-4o,zh-cn,2.0,2.0,1.0,2.0,5.0,8.0,7.0,1.0,1.0,2.0,1.4251970510008265,0.3783514316863854
South Africa,gpt-4o,en-native,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,0.0,-0.0629819316837244,0.599816128690504
Spain,gpt-4o,en,2.0,2.0,2.0,2.0,5.0,10.0,8.0,2.0,2.0,1.0,2.6246983750239763,2.688213806997876
Spain,gpt-4o,es,2.0,2.0,1.0,2.0,5.0,10.0,7.0,2.0,1.0,1.0,1.4582429277618076,1.8273230204580482
Switzerland,gpt-4o,de,1.0,1.0,1.0,2.0,5.0,10.0,7.0,1.0,2.0,1.0,5.416827783957829,-0.5335010585652857
Switzerland,gpt-4o,en,1.0,1.0,2.0,1.0,5.0,10.0,8.0,1.0,1.0,2.0,5.498032491112984,0.5966029256097964
Switzerland,gpt-4o,it,2.0,1.0,1.0,2.0,5.0,10.0,8.0,1.0,1.0,2.0,3.4856819129288943,0.7910116476126782
Taiwan,gpt-4o,en,2.0,2.0,1.0,2.0,3.0,8.0,7.0,1.0,1.0,1.0,1.651371470280838,0.8189163387101902
Taiwan,gpt-4o,zh-tw,2.0,2.0,1.0,2.0,3.0,10.0,7.0,2.0,1.0,2.0,1.7194405147306626,2.2105632593186226
Trinidad and Tobago,gpt-4o,en-native,1.0,2.0,1.0,2.0,10.0,5.0,5.0,1.0,1.0,-1.0,0.8050414863653694,-2.3380971118147884
Tunisia,gpt-4o,ar,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,1.0,-1.0,-0.13105097613354844,-0.7918307919179282
Tunisia,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
United Kingdom,gpt-4o,en-native,2.0,1.0,2.0,1.0,5.0,10.0,8.0,2.0,2.0,1.0,4.853255168750033,2.9237310761974347
United States,gpt-4o,en-native,2.0,2.0,3.0,2.0,5.0,10.0,7.0,1.0,2.0,2.0,2.834553429432267,2.023642173513195
Uruguay,gpt-4o,en,2.0,2.0,2.0,2.0,5.0,10.0,7.0,1.0,1.0,1.0,1.8613860231224155,1.3577627292507528
Uruguay,gpt-4o,es,2.0,2.0,1.0,2.0,5.0,10.0,8.0,1.0,1.0,2.0,2.113720023344888,0.7484453399117119
Venezuela,gpt-4o,en,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,0.0,-0.0629819316837244,0.599816128690504
Venezuela,gpt-4o,es,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,1.0,-0.04547034783930287,0.5711537946088889
Yemen,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Yemen,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Zambia,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
Zimbabwe,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,3.0,4.0,1.0,1.0,-2.0,-1.0807715354464644,-1.545164939003829
Algeria,gpt-4o-mini,ar,2.0,1.0,3.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,-0.3928434498358788,-0.4646714148666429
Algeria,gpt-4o-mini,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-2.407260019529184,-0.8650435007644341
Argentina,gpt-4o-mini,en,2.0,1.0,3.0,1.0,7.0,9.0,7.0,2.0,2.0,1.0,4.1358850754738885,2.9906111084978924
Argentina,gpt-4o-mini,es,2.0,2.0,1.0,1.0,7.0,10.0,7.0,2.0,2.0,1.0,3.0508304428261677,1.5559091239053122
Australia,gpt-4o-mini,en-native,2.0,1.0,3.0,1.0,4.0,10.0,7.0,2.0,3.0,2.0,5.737465951825365,3.629212798735201
Austria,gpt-4o-mini,de,2.0,1.0,1.0,1.0,4.0,8.0,7.0,2.0,2.0,1.0,4.3105979895495015,2.012584390990007
Austria,gpt-4o-mini,en,2.0,1.0,2.0,1.0,4.0,8.0,6.0,2.0,1.0,2.0,3.11360854296913,2.6170393972749566
Belarus,gpt-4o-mini,en,2.0,2.0,1.0,3.0,7.0,3.0,4.0,2.0,1.0,1.0,-1.9464685703105213,0.010315311326508475
Belarus,gpt-4o-mini,ru,2.0,2.0,1.0,1.0,7.0,2.0,5.0,2.0,1.0,1.0,-0.26134081100334305,0.4606937925046858
Belgium,gpt-4o-mini,de,2.0,1.0,1.0,1.0,4.0,10.0,7.0,2.0,2.0,1.0,4.788321337096824,2.216329291019563
Belgium,gpt-4o-mini,en,2.0,1.0,2.0,1.0,4.0,10.0,7.0,2.0,3.0,1.0,5.743977159562255,2.910871069363621
Bolivia,gpt-4o-mini,en,2.0,1.0,1.0,1.0,9.0,4.0,3.0,1.0,2.0,-1.0,2.294880506709898,-1.249297560704921
Bolivia,gpt-4o-mini,es,2.0,1.0,1.0,1.0,9.0,4.0,4.0,1.0,2.0,1.0,2.5407032991954788,-1.1402732206723811
Brazil,gpt-4o-mini,en,2.0,1.0,2.0,1.0,8.0,8.0,5.0,2.0,3.0,1.0,4.357282556172589,1.550623007058145
Brazil,gpt-4o-mini,pt,2.0,2.0,3.0,2.0,8.0,9.0,5.0,2.0,3.0,2.0,2.3610762284833022,2.135319917244945
Burkina Faso,gpt-4o-mini,en,2.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-1.0,-0.5906206591588351,-2.067703881805574
Canada,gpt-4o-mini,en-native,2.0,1.0,2.0,1.0,4.0,10.0,7.0,2.0,3.0,2.0,5.761488743406676,2.882208735282006
Chile,gpt-4o-mini,en,2.0,1.0,1.0,1.0,7.0,7.0,5.0,2.0,2.0,1.0,3.284608061495714,0.9601600651704041
Chile,gpt-4o-mini,es,2.0,2.0,1.0,1.0,7.0,8.0,7.0,2.0,3.0,1.0,3.5527857093255877,1.2997019387666178
China,gpt-4o-mini,en,2.0,2.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,0.0,-0.38898133759701825,0.0807889030383299
China,gpt-4o-mini,zh-cn,2.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,0.0,0.7190622674922857,0.8527464957456422
Colombia,gpt-4o-mini,en,2.0,1.0,1.0,1.0,9.0,7.0,5.0,2.0,2.0,1.0,3.040922058371281,0.5482574922282145
Colombia,gpt-4o-mini,es,2.0,1.0,1.0,1.0,9.0,7.0,7.0,2.0,3.0,1.0,4.4421999220115,0.828493223510616
Ecuador,gpt-4o-mini,en,2.0,1.0,1.0,1.0,10.0,6.0,4.0,1.0,1.0,-1.0,1.8818818634449994,-1.0326926538415508
Ecuador,gpt-4o-mini,es,2.0,1.0,1.0,1.0,9.0,5.0,5.0,1.0,2.0,1.0,2.9903645977658786,-0.8720517624618329
Egypt,gpt-4o-mini,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Egypt,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
France,gpt-4o-mini,en,2.0,1.0,3.0,1.0,4.0,10.0,8.0,1.0,3.0,2.0,6.375431463564022,2.5789974522704804
Germany,gpt-4o-mini,de,2.0,2.0,1.0,1.0,3.0,10.0,7.0,2.0,2.0,1.0,3.5382024490750346,2.3797142697896922
Germany,gpt-4o-mini,en,2.0,1.0,2.0,1.0,4.0,10.0,7.0,2.0,2.0,2.0,4.7818101293599335,2.934671020391144
Ghana,gpt-4o-mini,en-native,1.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-1.0,0.5891578064645164,-3.2020676287602448
Guatemala,gpt-4o-mini,en,2.0,1.0,1.0,1.0,10.0,4.0,2.0,2.0,1.0,0.0,0.5729049632067013,-0.3812335496837712
Guatemala,gpt-4o-mini,es,2.0,2.0,1.0,1.0,10.0,4.0,4.0,2.0,2.0,1.0,0.619732521107335,-0.17222646018395105
Haiti,gpt-4o-mini,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-1.7237208749691804,-2.0083977394917625
Hong Kong,gpt-4o-mini,en-native,2.0,2.0,2.0,1.0,5.0,7.0,6.0,2.0,1.0,1.0,1.3634303942048236,2.2953116871697326
Hong Kong,gpt-4o-mini,zh-cn,2.0,1.0,3.0,1.0,5.0,7.0,5.0,2.0,2.0,2.0,3.4977600653019434,2.83740843093737
Hong Kong,gpt-4o-mini,zh-hk,2.0,2.0,3.0,1.0,5.0,7.0,6.0,2.0,1.0,2.0,1.3569191864679326,3.013653416541313
Iraq,gpt-4o-mini,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-2.3897484356847625,-0.8937058348460494
Iraq,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
Ireland,gpt-4o-mini,en-native,2.0,1.0,3.0,1.0,7.0,8.0,5.0,1.0,3.0,1.0,4.882268653095414,1.2870140023219443
Italy,gpt-4o-mini,en,2.0,1.0,3.0,1.0,7.0,8.0,5.0,1.0,2.0,1.0,3.9025900390486705,1.3394762874310826
Italy,gpt-4o-mini,it,2.0,2.0,1.0,1.0,5.0,8.0,7.0,1.0,2.0,1.0,3.2439589853451984,0.5475024421574548
Japan,gpt-4o-mini,en,2.0,1.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,0.0,1.862813175755191,-0.05820050887051451
Japan,gpt-4o-mini,ja,2.0,1.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0,1.0,2.732095334390892,-0.20394200438094845
Jordan,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-0.3517589853851736,-1.9658314317907961
Jordan,gpt-4o-mini,en,2.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.4647271471453078,-2.2319925092225517
Kazakhstan,gpt-4o-mini,en,2.0,1.0,1.0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,0.5874111087952403,-1.1766830606055185
Kazakhstan,gpt-4o-mini,ru,2.0,1.0,1.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,1.4159439639603675,-0.9192555409259339
Kenya,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,0.0,-0.3623094505176755,-1.930017207691419
Korea,gpt-4o-mini,en,2.0,2.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,0.0,0.41523721484474113,-0.6898123362404038
Korea,gpt-4o-mini,ko,2.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0605389333769484,1.4843198218187255
Kuwait,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-0.3517589853851736,-1.9658314317907961
Kuwait,gpt-4o-mini,en,2.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.4647271471453078,-2.2319925092225517
Kyrgyzstan,gpt-4o-mini,en,2.0,1.0,1.0,2.0,9.0,2.0,4.0,1.0,1.0,1.0,0.22670643345936228,-1.4845067970913914
Kyrgyzstan,gpt-4o-mini,ru,2.0,1.0,1.0,1.0,9.0,2.0,4.0,1.0,1.0,1.0,1.0833013376014131,-1.291555835592799
Lebanon,gpt-4o-mini,ar,2.0,2.0,3.0,1.0,8.0,3.0,4.0,2.0,1.0,1.0,-0.403167346751261,1.6842740747589906
Lebanon,gpt-4o-mini,en,2.0,2.0,3.0,2.0,10.0,3.0,3.0,2.0,1.0,-1.0,-1.7492710465033268,0.9703962002856682
Libya,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-1.0177865461007558,-0.8511395271450832
Libya,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
Luxembourg,gpt-4o-mini,de,2.0,1.0,1.0,1.0,4.0,10.0,7.0,1.0,2.0,1.0,5.215487224038746,0.9997649363590724
Luxembourg,gpt-4o-mini,en,1.0,1.0,2.0,1.0,5.0,10.0,7.0,1.0,3.0,1.0,7.229078510565311,0.35399168127736474
Macao,gpt-4o-mini,en,2.0,1.0,1.0,2.0,7.0,6.0,5.0,2.0,1.0,-1.0,1.1744497018444156,0.7751236069294021
Macao,gpt-4o-mini,pt,2.0,1.0,1.0,2.0,7.0,7.0,5.0,2.0,1.0,1.0,1.4483345433069204,0.8196713887809502
Macao,gpt-4o-mini,zh-cn,2.0,1.0,1.0,1.0,7.0,5.0,5.0,2.0,1.0,2.0,1.8447176837460701,0.7802151161683717
Malaysia,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,10.0,3.0,4.0,2.0,1.0,-1.0,-0.11846394895995666,-0.31469661072398697
Mali,gpt-4o-mini,en,2.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-1.4472155633008863,-2.260654843304167
Malta,gpt-4o-mini,en-native,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,-1.0,3.150670805349893,-2.0504559524117854
Mexico,gpt-4o-mini,en,2.0,1.0,1.0,1.0,10.0,7.0,4.0,1.0,1.0,-1.0,2.120743537218661,-0.9308202038267726
Mexico,gpt-4o-mini,es,2.0,1.0,1.0,1.0,9.0,8.0,7.0,1.0,3.0,-1.0,5.073204315038238,-0.22887401297186677
Morocco,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-1.0,-0.1409593605884355,-1.799482423595026
Morocco,gpt-4o-mini,en,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-0.369270569229595,-1.937169097709181
New Zealand,gpt-4o-mini,en-native,1.0,1.0,2.0,1.0,5.0,10.0,7.0,1.0,3.0,2.0,7.246590094409733,0.3253293471957497
Nicaragua,gpt-4o-mini,en,2.0,1.0,1.0,1.0,9.0,4.0,2.0,2.0,1.0,-1.0,0.6772363809244963,-0.14661992913106137
Nicaragua,gpt-4o-mini,es,2.0,1.0,1.0,1.0,10.0,4.0,4.0,1.0,2.0,1.0,2.418860297633262,-1.346224507143476
Nigeria,gpt-4o-mini,en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-2.3897484356847625,-0.8937058348460494
Pakistan,gpt-4o-mini,en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-2.3897484356847625,-0.8937058348460494
Palestine,gpt-4o-mini,ar,2.0,2.0,3.0,1.0,10.0,2.0,3.0,1.0,2.0,-1.0,0.27530668485372645,-0.2075519280001466
Palestine,gpt-4o-mini,en,3.0,2.0,3.0,1.0,10.0,1.0,2.0,1.0,3.0,-2.0,-0.3919660491377026,0.6347904097164521
Peru,gpt-4o-mini,en,2.0,1.0,1.0,1.0,9.0,5.0,4.0,2.0,1.0,0.0,1.3552088881360556,0.2592882031936419
Peru,gpt-4o-mini,es,2.0,2.0,1.0,1.0,9.0,6.0,4.0,1.0,2.0,1.0,1.6464647571587951,-0.979094628343791
Philippines,gpt-4o-mini,en-native,1.0,1.0,1.0,2.0,10.0,6.0,2.0,1.0,1.0,-1.0,1.783466175332824,-2.692705378686354
Portugal,gpt-4o-mini,en,2.0,1.0,2.0,1.0,7.0,8.0,5.0,1.0,2.0,1.0,3.926612830629983,0.5924722239778871
Portugal,gpt-4o-mini,pt,2.0,1.0,3.0,1.0,5.0,10.0,7.0,1.0,3.0,1.0,6.025277253360648,2.2353594916852306
Puerto Rico,gpt-4o-mini,en-native,1.0,1.0,3.0,1.0,10.0,8.0,4.0,1.0,3.0,-1.0,5.450695321546535,-0.5742279440785504
Puerto Rico,gpt-4o-mini,es,2.0,1.0,1.0,1.0,8.0,8.0,7.0,1.0,3.0,1.0,5.230070484289299,-0.08024739466400233
Qatar,gpt-4o-mini,ar,1.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,2.0,-1.0,1.5688364205112593,-3.254529913869383
Qatar,gpt-4o-mini,en,1.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.2849486815219562,-3.3663562561772222
Russia,gpt-4o-mini,en,2.0,2.0,1.0,3.0,6.0,3.0,5.0,2.0,1.0,0.0,-1.6313375277959885,0.4112779400749886
Russia,gpt-4o-mini,ru,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,0.22120686589475178,0.9744688154616534
Rwanda,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,0.0,-0.5731090753144135,-2.096366215887189
Singapore,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,7.0,5.0,5.0,1.0,1.0,1.0,1.3977770827015177,-0.6006378659090974
Singapore,gpt-4o-mini,zh-cn,2.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,1.2318087827284523,0.9991667276119685
South Africa,gpt-4o-mini,en-native,2.0,2.0,2.0,1.0,8.0,7.0,6.0,2.0,3.0,1.0,2.957258617611659,1.5725332575381703
Spain,gpt-4o-mini,en,1.0,1.0,3.0,1.0,5.0,10.0,7.0,2.0,3.0,2.0,6.7954014158864995,2.288897765309437
Spain,gpt-4o-mini,es,2.0,1.0,1.0,1.0,5.0,10.0,7.0,2.0,3.0,1.0,5.646156949581351,1.9579157194393297
Switzerland,gpt-4o-mini,de,2.0,1.0,1.0,1.0,4.0,10.0,7.0,2.0,2.0,2.0,4.8058329209412465,2.1876669569379485
Switzerland,gpt-4o-mini,en,1.0,1.0,2.0,1.0,5.0,9.0,7.0,1.0,2.0,2.0,6.028049806589328,0.2759191822901097
Switzerland,gpt-4o-mini,it,1.0,1.0,1.0,1.0,4.0,10.0,7.0,1.0,1.0,2.0,5.433098659459776,-0.11079885956807445
Taiwan,gpt-4o-mini,en,2.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,2.0,0.0,4.0269049909521675,0.14455833925839304
Taiwan,gpt-4o-mini,zh-tw,2.0,1.0,2.0,1.0,5.0,8.0,5.0,2.0,3.0,2.0,4.740323144703661,2.1398145323898143
Trinidad and Tobago,gpt-4o-mini,en-native,1.0,1.0,2.0,1.0,10.0,4.0,4.0,1.0,3.0,1.0,4.554294585722044,-1.7860464757540888
Tunisia,gpt-4o-mini,ar,2.0,1.0,3.0,2.0,10.0,2.0,4.0,1.0,1.0,1.0,0.056817848734520615,-0.19644995665609472
Tunisia,gpt-4o-mini,en,2.0,2.0,1.0,2.0,10.0,1.0,4.0,2.0,1.0,-2.0,-1.9856607699357078,-0.5323454843728942
United Kingdom,gpt-4o-mini,en-native,2.0,1.0,3.0,1.0,4.0,10.0,7.0,2.0,3.0,2.0,5.737465951825365,3.629212798735201
United States,gpt-4o-mini,en-native,2.0,1.0,3.0,1.0,5.0,8.0,7.0,2.0,3.0,2.0,5.137899602715825,3.21951661223455
Uruguay,gpt-4o-mini,en,2.0,1.0,3.0,1.0,4.0,10.0,7.0,1.0,3.0,2.0,6.164631838767285,2.4126484440747107
Uruguay,gpt-4o-mini,es,2.0,1.0,2.0,1.0,4.0,10.0,8.0,1.0,3.0,2.0,6.399454255145335,1.8319933888172848
Venezuela,gpt-4o-mini,en,2.0,2.0,3.0,1.0,9.0,5.0,4.0,2.0,1.0,1.0,-0.04728700076615455,1.682067688317452
Venezuela,gpt-4o-mini,es,2.0,2.0,1.0,1.0,10.0,5.0,5.0,2.0,2.0,1.0,1.0693938196777346,0.09599499802659715
Yemen,gpt-4o-mini,ar,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-2.819177452884893,-2.303221151005133
Yemen,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-3.4746545484679734,-1.224343470458797
Zambia,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,0.0,-0.5731090753144135,-2.096366215887189
Zimbabwe,gpt-4o-mini,en-native,2.0,1.0,1.0,2.0,10.0,1.0,4.0,2.0,1.0,0.0,-0.5786757126628583,-0.5471038448351583
Algeria,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Algeria,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Argentina,gpt-5.1,en,2.0,2.0,3.0,1.0,7.0,9.0,7.0,2.0,2.0,1.0,2.763923185889881,2.948044800796926
Argentina,gpt-5.1,es,2.0,2.0,1.0,1.0,7.0,9.0,7.0,2.0,1.0,2.0,1.8498017388501857,1.477836624918058
Australia,gpt-5.1,en-native,2.0,1.0,3.0,1.0,3.0,10.0,8.0,2.0,2.0,1.0,5.072918380293153,4.0826377125928195
Austria,gpt-5.1,de,2.0,1.0,3.0,2.0,3.0,9.0,8.0,2.0,1.0,1.0,2.9977831883306982,3.8402765861885872
Austria,gpt-5.1,en,2.0,2.0,3.0,1.0,4.0,9.0,8.0,2.0,2.0,2.0,3.35776339921769,3.7035853343243654
Belarus,gpt-5.1,en,2.0,2.0,1.0,2.0,6.0,2.0,7.0,2.0,1.0,-1.0,-0.6095166316785443,0.8637168020319582
Belarus,gpt-5.1,ru,2.0,2.0,1.0,2.0,5.0,3.0,6.0,2.0,1.0,1.0,-0.4245884134505612,0.9478668621588308
Belgium,gpt-5.1,de,2.0,1.0,1.0,1.0,3.0,10.0,8.0,2.0,2.0,1.0,5.120963963455778,2.588629585686428
Belgium,gpt-5.1,en,2.0,1.0,3.0,1.0,3.0,10.0,9.0,2.0,2.0,1.0,5.2837180050898915,4.24898672078859
Bolivia,gpt-5.1,en,2.0,2.0,1.0,2.0,9.0,3.0,3.0,1.0,2.0,-2.0,-0.19004954463424262,-1.5580249458376427
Bolivia,gpt-5.1,es,2.0,2.0,1.0,2.0,9.0,5.0,3.0,1.0,1.0,-2.0,-0.6920048111336624,-1.3018177606989478
Brazil,gpt-5.1,en,2.0,2.0,1.0,1.0,9.0,7.0,4.0,2.0,2.0,-1.0,1.423137376301693,0.3966668444947084
Brazil,gpt-5.1,pt,2.0,2.0,1.0,1.0,8.0,8.0,4.0,2.0,1.0,1.0,0.8391866052796715,0.6996281979264898
Burkina Faso,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Canada,gpt-5.1,en-native,2.0,1.0,3.0,1.0,4.0,10.0,8.0,2.0,2.0,1.0,4.951075378730937,3.876686426121725
Chile,gpt-5.1,en,2.0,2.0,3.0,1.0,8.0,7.0,5.0,2.0,2.0,1.0,1.742757587186866,2.2056505979047345
Chile,gpt-5.1,es,2.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,1.0,1.0,1.171829231638626,1.0719284925933545
China,gpt-5.1,en,2.0,2.0,1.0,2.0,2.0,5.0,7.0,1.0,1.0,0.0,1.0391178666776488,0.7479126092185657
China,gpt-5.1,zh-cn,2.0,2.0,1.0,2.0,2.0,5.0,8.0,1.0,1.0,1.0,1.2674290753188084,0.8855992833327206
Colombia,gpt-5.1,en,1.0,2.0,1.0,1.0,9.0,7.0,3.0,1.0,1.0,-1.0,1.839603490023484,-2.068147980207084
Colombia,gpt-5.1,es,2.0,2.0,1.0,2.0,9.0,7.0,4.0,1.0,1.0,-1.0,0.01402974505482002,-0.9603861865552368
Ecuador,gpt-5.1,en,2.0,2.0,1.0,1.0,9.0,4.0,3.0,1.0,1.0,-2.0,-0.07427158076527318,-1.2107392492151334
Ecuador,gpt-5.1,es,2.0,2.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,-2.0,-0.453143137360001,-1.1999453106841698
Egypt,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
France,gpt-5.1,en,2.0,2.0,3.0,1.0,3.0,10.0,9.0,2.0,2.0,1.0,3.911756115505885,4.206420413087623
Germany,gpt-5.1,de,2.0,1.0,3.0,1.0,3.0,9.0,8.0,2.0,2.0,2.0,4.851568290363914,3.9521029284964264
Germany,gpt-5.1,en,2.0,2.0,3.0,1.0,3.0,10.0,8.0,2.0,2.0,2.0,3.7184680745535688,4.011409070810238
Ghana,gpt-5.1,en-native,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-1.7692945077905256,-1.9152588472291554
Guatemala,gpt-5.1,en,1.0,2.0,1.0,2.0,10.0,3.0,2.0,1.0,1.0,-2.0,-0.32259231941658917,-3.01222670235004
Guatemala,gpt-5.1,es,2.0,2.0,1.0,2.0,10.0,4.0,2.0,1.0,1.0,-2.0,-1.2635091112662789,-1.7759905053805911
Haiti,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Hong Kong,gpt-5.1,en-native,2.0,2.0,1.0,2.0,4.0,7.0,7.0,3.0,1.0,1.0,0.4363350210611194,2.9442213115452995
